Open,High,Low,Close,Volume
162.441132,163.118591,158.919327,161.604263,7842000
162.386337,164.249359,158.70015,159.248093,9930500
159.492188,167.043884,158.949219,167.043884,9460300
166.779861,169.365173,163.412491,165.928055,10061900
165.220718,167.37265,163.078735,164.353958,8253100
164.533295,165.87326,162.560684,164.463547,9511200
166.157196,174.07254,165.893188,173.649124,8574900
172.603043,176.259338,171.357712,172.936783,7668500
174.545761,175.014008,167.497177,171.392578,8705000
175.905655,178.909409,173.599304,175.985367,12051500
174.346512,175.342773,172.089966,173.200806,6670400
170.635422,171.263062,167.397552,170.705154,6211300
173.813507,176.094955,172.443634,173.380127,7337900
171.248123,176.956726,169.669037,176.383865,6627100
180.976654,184.189606,179.487244,180.573166,9009500
181.569427,185.165955,178.331573,184.19957,7607900
182.814758,184.219498,180.025223,183.432449,6585100
180.622986,181.195831,176.991592,178.65535,7387700
181.071304,181.818497,177.439911,180.324097,5551000
184.060104,186.476044,182.441162,185.554489,6790400
184.97168,188.842178,184.458603,188.349014,6123000
187.766205,187.791107,182.117386,183.766205,6882800
182.864578,189.818512,181.40007,189.041428,9898300
190.037689,195.7164,189.798584,193.64418,20446400
192.289246,199.163483,191.686508,195.387634,21541900
192.354004,194.595612,187.243164,188.941803,8890900
187.382645,191.432465,187.347778,190.022751,7418400
190.162231,194.27182,188.797348,191.213287,7029800
193.031464,194.147293,189.843414,191.62674,5237500
192.304199,195.855881,189.539566,194.017776,6796100
191.452393,194.017776,190.660355,192.254379,4598200
191.158493,193.798599,190.057617,191.138565,5909100
192.264343,196.747543,192.194611,195.004074,7247000
197.141068,201.121155,196.662857,197.245682,8744000
196.777435,198.052643,195.04393,196.109924,4873500
198.341568,200.448669,196.657883,200.239456,6430000
199.243195,201.74382,197.883286,200.742569,4819500
202.635468,203.377686,199.751282,200.981674,5285400
201.295502,201.738831,195.517151,197.564484,6021900
200.672836,204.29924,196.762482,202.904465,7759100
200.647919,205.230743,199.850906,203.228256,5137700
204.239456,204.727631,196.817276,198.759995,7609900
196.309189,197.454895,193.449905,194.042679,5706800
193.674057,195.372696,191.62674,193.026489,5895900
194.819763,196.319153,193.818527,194.27182,6039900
196.627991,197.913177,191.980408,197.679047,6728500
197.310425,200.070084,195.76622,198.695236,5696100
200.29425,202.07756,196.762482,197.848419,4585000
197.410065,200.667847,196.184647,197.509689,5459900
197.589386,198.580673,195.268082,196.015289,3450000
195.243179,201.74382,194.27182,201.425003,6232200
202.062622,205.161011,201.64917,202.022766,6091200
203.57695,205.041458,201.549545,204.433731,5357500
205.285538,207.835983,204.583176,207.835983,5316100
208.583176,213.997879,208.483551,212.483566,6669600
212.329132,214.177216,210.909454,213.400131,5266800
212.204605,215.422546,211.208344,215.019058,7092000
216.837234,219.796143,216.438736,219.317947,7303300
221.703995,222.834763,218.90947,221.330399,7389100
218.929398,219.636749,216.249451,218.565765,6220500
218.471115,219.427536,215.073853,216.996643,6534100
217.300507,218.127411,212.538361,215.492279,6742900
215.078827,216.055176,213.385178,213.699005,5751800
212.632996,213.051437,209.818542,211.62677,5858600
209.963013,209.963013,206.227005,207.606842,7501700
208.872101,209.758774,206.934357,207.223282,6122100
207.317917,209.076324,205.011566,206.80484,7006200
207.063873,208.563248,205.728882,206.256897,6193400
208.324142,209.444946,206.51593,209.260635,8550100
207.696503,207.9655,200.194626,202.914429,8279600
202.565735,203.731369,200.523392,202.08255,5820800
203.606827,205.345322,202.520905,203.880798,4934000
202.740082,207.173462,202.496002,207.108704,6111700
206.067612,213.315445,205.783676,211.865875,6537800
212.204605,213.101242,210.331619,211.278076,4354800
211.208344,212.807343,208.329132,210.007843,5207100
211.307968,212.403854,208.294266,208.712692,4638900
206.929382,206.929382,202.645432,203.4823,5054000
202.491013,204.553284,200.080048,204.040207,4542100
203.357758,203.830994,197.250656,197.574448,6543000
199.253143,202.241943,198.286774,200.4935,6908100
202.301727,206.451172,202.142319,204.428757,6575700
204.025269,207.905716,203.586899,206.42627,5875000
207.307953,211.467361,206.814804,211.357773,8121600
211.063873,212.568237,209.649185,211.552048,5813200
214.027771,218.520935,213.444962,218.266876,7582200
217.524658,222.042725,216.239487,220.473618,13158100
215.691528,216.92691,212.553299,214.321671,13759500
214.13736,215.616821,212.329132,214.281815,6330600
214.665375,215.143585,212.065125,213.151062,5958600
213.200867,214.296768,210.959274,213.046448,5192700
213.539597,219.781204,211.955536,217.853439,6982400
217.091293,224.403885,216.687805,222.525925,7280900
222.187195,222.540863,217.98793,221.569504,5027500
219.676605,220.578217,217.235748,219.103745,5083900
217.79863,218.082581,215.138611,217.305481,3988800
220.478592,224.892044,220.478592,221.98793,6421000
224.149826,225.504745,220.388931,220.697769,5742200
223.53215,226.102509,222.984207,225.260666,5199900
223.845978,226.152328,223.377731,226.017822,4797400
227.14859,227.601898,223.10376,224.727661,4701400
226.301758,226.590683,223.427536,224.339127,4237600
226.984207,228.852203,226.645477,227.696533,5105100
226.7202,228.349091,226.047714,227.452454,3496900
225.987946,227.761292,225.345352,226.122437,3437800
226.854691,230.012848,226.610611,228.433777,4700200
230.212112,231.49231,228.59816,230.276871,4005200
230.525925,230.725189,227.591934,229.141129,3362700
224.906998,225.151077,220.732635,221.614334,5260000
221.718948,223.014084,220.334137,221.808609,4719800
219.173477,221.669128,218.461151,221.156052,4526800
225.156067,230.227051,224.772491,229.345352,8027600
231.900772,232.174759,230.461182,231.751343,7147600
232.802399,234.167282,231.342865,233.489822,4925100
233.689072,236.289337,233.484848,234.804901,4699400
235.497299,235.616852,232.478607,233.12619,3990400
233.4151,233.4151,229.504761,232.159805,4012600
233.75383,235.303024,230.824814,231.507248,3556400
229.036514,230.067657,228.144852,229.973007,3930400
228.98172,232.538391,226.361542,227.029037,5209100
227.058929,228.309235,225.449951,225.65918,3623100
227.058929,228.269394,226.650452,227.905746,3304600
227.930664,230.436264,227.039001,229.788696,3009500
231.278107,232.623077,227.068893,228.453705,5333300
228.672882,232.26442,228.543365,231.118713,4407100
232.453705,234.590698,230.13739,234.590698,5088100
234.321701,235.766296,232.941879,235.188461,3820000
234.376495,237.50975,234.147354,236.672897,3966100
236.652969,238.560822,235.472397,237.878372,4814000
239.00415,243.771286,238.346619,243.233307,5189900
244.369049,247.756348,242.665436,244.941895,8999700
247.457474,247.562073,244.697815,244.812378,6591500
242.959335,248.518494,242.202164,247.572037,4248600
249.524719,250.057724,247.975525,248.59819,6105100
249.454987,252.553375,247.92572,248.299316,5428600
249.300568,249.768799,245.579514,247.457474,5074000
246.222092,249.03157,245.081375,245.32048,4114400
246.496078,249.813644,245.728943,248.334183,3692300
248.832321,248.94191,245.584488,248.334183,4214000
249.066437,249.136169,242.710266,246.999191,6306800
245.579514,247.308029,242.590714,242.690338,5647400
240.966797,244.951859,240.398926,241.385223,5221000
242.91449,245.295578,240.767548,243.34787,4305100
244.931931,248.752609,244.931931,248.438797,5485000
248.568298,258.52597,247.975525,257.80368,9784800
258.814911,260.648041,255.711533,256.129974,8639800
257.360352,259.781281,256.289368,257.161102,5496600
260.732697,261.898346,258.690369,261.041565,6669200
261.215912,262.745178,259.716522,262.072693,6097400
265.23584,266.790009,264.010437,266.660492,6541200
265.878418,267.44754,262.650513,263.965607,12246500
272.643066,276.339203,271.248291,273.898376,17749900
275.313049,275.766357,273.340454,275.014191,6459800
274.790009,275.442566,269.340454,274.829865,8117600
273.928253,278.630615,273.474945,274.521027,7368600
273.973083,276.463745,272.976807,276.010437,4690400
276.588287,277.903351,274.570831,275.811188,4803200
276.837341,279.771362,274.416412,276.070221,5963000
274.456268,276.244568,271.063995,273.121277,6457000
272.912048,273.973083,268.120026,269.141205,5154800
270.491119,274.884674,269.489899,274.496124,5064000
273.973083,274.05777,266.122498,267.05899,6962900
267.537201,268.722748,263.133698,265.997986,6428200
264.015411,267.746429,263.163605,267.641815,4778100
269.390259,271.731476,267.208435,269.156128,4682800
270.730225,273.858521,270.316772,273.300598,3709100
272.837341,274.859772,271.731476,274.521027,3667000
276.687897,280.239594,276.08017,280.204712,5319500
280.314301,283.328003,279.950684,282.321777,4478200
284.174835,285.679199,281.873474,284.214691,4656700
283.716553,285.38031,281.694153,282.864746,3786600
283.582062,285.186066,282.24707,284.956909,3346000
286.426392,287.417694,285.320557,287.064026,4414700
286.361633,287.671722,285.788788,287.666748,3847700
287.248322,288.309357,284.966888,287.248322,3110700
285.81369,285.928284,283.93573,285.425171,4352200
283.686676,284.732758,283.636871,283.915802,4027400
287.16861,292.204742,286.854797,290.087677,5114000
290.172363,291.054047,287.193542,290.456299,3222400
292.110107,292.433899,290.25705,291.776337,2933300
284.932007,290.142487,284.418915,288.797516,2779500
289.230896,290.745209,287.477478,290.411469,3463000
292.966888,294.506104,290.411469,293.833649,4657900
294.396515,295.397766,292.015442,292.658051,3338800
293.420197,294.620697,291.407745,291.776337,2868000
295.402771,296.304382,288.508606,291.41272,5046000
291.014221,293.24585,289.415192,292.030396,3284500
290.660522,294.227173,289.91333,292.428894,3059300
292.653076,293.564636,290.700378,293.410217,3575200
294.117584,296.244598,294.102631,294.645599,3349000
296.229645,296.264526,292.767639,294.152435,3452800
296.563416,297.539734,295.198517,296.752686,3841100
295.542236,297.076477,294.391541,295.462524,4577800
298.182343,299.064026,297.205994,297.763916,5639800
297.106384,297.704132,295.771362,295.861053,5297300
296.90213,298.34671,296.389069,297.096405,7089400
297.689178,298.800018,296.722809,298.222198,5161600
299.547211,299.626923,298.306885,299.437622,3775600
300.623199,305.29071,300.299408,304.697906,4160800
305.320587,308.603271,304.991821,308.085236,1723800
309.669281,311.826202,308.085236,310.272034,3408400
311.203522,311.253357,307.99057,308.543518,2860200
308.095184,310.202271,307.851105,310.202271,2942100
311.208527,311.532288,308.832428,308.832428,2448700
312.304413,313.57962,310.954468,312.204773,3927000
312.418976,312.747742,309.609497,310.829926,6031900
311.761444,311.761444,302.047852,302.994293,7987100
303.562164,303.861053,295.218445,295.940735,12876600
294.894653,300.498657,293.455048,299.885956,9483900
301.10141,301.10141,295.910858,299.432648,14479800
297.709106,297.963165,292.90213,294.137512,9742900
287.16861,293.091431,285.878448,292.448822,13041800
290.859772,295.99054,290.316833,293.823669,8511900
295.562164,295.671753,287.940735,288.917053,10909600
289.514832,294.107605,287.069,292.71283,8665700
291.895905,291.895905,286.570862,289.121307,6525700
290.630646,292.314331,285.056549,290.401489,12662600
281.196014,284.234619,266.431335,273.978058,13651700
272.274445,273.9133,266.755127,268.99176,8872800
267.98053,273.773834,267.143677,270.197235,8743600
269.62439,272.80246,266.655518,270.037842,7958400
271.228363,272.478668,264.309296,266.1474,6482300
268.239563,269.484894,261.823608,263.98053,8311900
266.301849,266.904572,264.159851,265.514771,4518400
266.481171,266.481171,262.819885,264.568329,8223000
263.3479,270.037842,263.128723,269.400208,6020500
267.497345,267.995483,261.798706,262.406433,6780600
263.213409,265.753876,260.254517,264.653015,6335600
265.255768,269.988007,264.772552,265.738953,5408700
268.762604,269.753906,266.53595,267.218414,5660200
266.037811,267.890869,262.859741,266.227112,5369000
265.664215,269.23584,263.761353,267.198486,4838000
265.489868,267.572083,264.259491,265.564606,4576400
267.432587,271.049042,266.152405,269.639313,7336100
269.988007,270.685394,267.801208,268.100098,4074500
267.766357,271.487396,267.06897,270.595734,4691200
269.255768,270.999237,268.842316,269.370331,5125300
272.653015,272.727753,269.489899,270.386536,4305100
270.486145,270.799988,265.151154,266.53595,5766600
265.992981,268.214661,264.264465,264.742676,4670500
262.575806,263.25824,259.029083,262.232086,6643100
262.72525,264.882172,260.762604,262.416412,4113800
263.611908,265.649292,262.884644,265.350403,4492500
266.740204,271.811188,266.506073,269.519775,8746200
270.167358,273.036591,268.618164,271.641815,6201800
272.229614,277.026642,272.08017,276.259521,6391300
279.626892,282.775085,278.904602,281.051544,7853700
281.33548,281.534729,279.45752,280.189789,4790600
278.8797,281.275696,277.210938,279.049042,6376900
280.827393,288.169861,280.055298,287.148682,11352100
286.0578,292.010468,286.027893,289.484924,8498200
292.971863,293.041595,288.498627,288.687927,5527400
282.281952,283.661774,276.961884,280.538483,9342600
279.865997,283.148682,279.332977,281.544708,6888600
283.088928,284.65802,281.071472,281.72403,6668000
281.305603,283.158661,280.428894,282.142456,3567600
278.954407,282.939484,277.599487,278.954407,9624200
277.016663,282.366608,276.105103,277.709076,8039600
277.47995,278.112579,269.988007,273.474945,11043800
271.73645,278.8797,268.842316,277.62439,13179500
278.466248,284.932007,278.286926,280.389038,7891200
281.579559,282.63562,278.964386,280.294403,5412500
280.448822,281.305603,279.238342,280.174835,6232200
280.364136,282.755157,279.093903,282.296875,3970500
281.469971,283.806213,280.354156,282.501129,6084200
284.608215,285.654297,281.719055,283.337982,4221100
284.384064,286.366638,283.437592,284.438843,3817200
283.666748,284.379089,281.644318,283.049072,4135600
282.59079,283.31308,279.880951,280.717804,5181200
280.608215,283.861023,278.979309,282.685425,3909500
282.685425,283.323029,280.94693,282.052795,4128600
282.615692,285.928284,282.052795,285.295654,4722400
285.196014,293.340485,284.498627,292.289429,7853900
293.928284,295.064026,290.914581,293.400269,6830900
294.97934,297.803772,293.0466,296.538513,13574200
280.448822,283.342957,273.788757,274.047791,24562600
273.350403,275.960632,271.482422,274.022888,7817100
276.050293,278.785034,274.501099,276.483673,5977000
277.19101,279.078949,275.049042,276.115051,4800800
274.96936,275.218414,270.660492,272.508575,6585900
272.60321,273.634338,270.122528,271.477448,4194300
271.467468,271.477448,263.616913,264.827362,8770300
263.487396,268.159882,262.630585,263.542175,7718100
265.056488,266.416412,259.542175,263.606934,6837700
265.689117,267.248291,262.351654,265.006683,6140700
264.573303,267.83609,261.738953,261.868439,4888900
262.266968,265.464966,261.559601,264.309296,3729500
262.276917,262.386505,251.163574,252.239548,12198000
249.554611,256.897095,249.300568,253.928207,9198600
253.425095,257.793732,229.141129,248.403915,10037600
249.051498,251.716507,239.766296,245.649246,10216000
256.02536,260.433838,255.342911,259.851013,8286800
256.872192,258.96933,253.161087,253.574539,6670000
255.063965,255.063965,250.062698,251.751373,7732400
257.285645,260.02536,254.232071,254.48613,6676400
253.933197,254.540924,247.198441,252.817383,8262800
252.443771,253.230835,248.244522,253.03656,5608400
254.04776,254.53096,247.606903,248.254486,5672100
247.203415,248.787491,242.959335,246.29184,6917100
241.629318,241.883362,236.01535,236.618103,9863400
233.654205,241.594452,231.332901,235.143631,19454100
239.467422,243.980499,237.50975,237.689087,8723600
233.200912,237.833542,231.138641,237.644257,6057300
240.134918,243.965561,236.613113,236.847244,6977200
241.569534,245.235794,239.626816,244.314255,5639200
245.449997,245.803665,240.598175,241.908264,5811200
239.317978,244.613129,239.163559,240.284363,5353500
242.431305,246.012878,239.831055,245.763824,5100500
246.630569,253.051498,246.426331,251.855988,7328700
248.926956,253.674164,247.422592,248.428833,7869900
248.59819,249.519745,240.672897,241.85347,7292500
243.01413,243.507278,237.878372,241.484848,5390200
242.700302,243.527206,235.118713,236.124939,5478300
239.288086,243.337906,237.031555,242.595688,5175000
240.349106,243.44252,239.910751,243.337906,3576600
246.316742,246.326706,240.692825,240.692825,4096000
240.638031,249.265686,240.189713,248.065186,8551100
247.158585,251.058975,247.128708,249.699066,4595600
250.785004,251.990479,247.417618,249.106293,3969300
250.316757,250.794952,248.134933,249.081375,5767200
249.016632,249.549622,241.539658,243.367798,5989200
244.035294,247.372787,241.958084,242.217117,4456000
242.535919,242.535919,238.18721,240.124954,4073300
238.934418,240.473648,235.746368,236.662933,3801300
237.639267,237.933167,234.401413,235.457443,4507100
235.412613,237.883362,233.629303,235.158569,3537700
230.854706,231.407623,224.717697,226.281845,7030400
226.630539,228.060181,221.529648,221.644226,7233400
221.813583,223.362778,216.005356,218.924423,7053500
219.985443,220.314209,217.185928,217.4599,3886400
221.17099,222.999146,216.005356,217.22081,5139300
218.336624,224.802383,216.87709,224.259415,6282800
225.928162,227.811111,223.990433,227.427551,5357700
235.098785,235.746368,230.525925,232.872131,8695400
235.303024,238.824829,234.660431,237.026566,6693700
240.224579,245.574524,239.243256,243.6866,7982300
244.02533,245.99295,242.321716,244.752609,6259300
244.946884,246.426331,240.438782,246.087601,9752800
233.684097,234.401413,228.902023,228.946854,15708200
229.644241,233.948105,227.905746,232.219589,9134700
229.654205,240.593201,229.440002,239.895813,8139300
241.096313,241.94313,236.827316,237.858444,6583700
240.712753,243.577011,240.339157,241.499802,4311400
239.487335,244.379013,239.108765,244.11499,4545700
243.631805,244.45871,241.534668,243.572037,4005200
244.374023,247.821106,244.169785,245.395203,4920700
246.545883,246.700302,240.433792,241.27066,5010600
242.067673,243.527206,238.770035,241.589462,5371000
238.929428,242.770035,238.675385,241.51973,4304100
243.582001,245.718979,242.560822,244.289337,3731300
244.334183,245.310516,242.471161,244.000427,3618100
245.171036,252.553375,244.608154,252.21463,7653500
252.000443,253.350388,250.839798,253.101318,4858900
251.756363,251.92572,247.098816,249.176025,6663800
250.187241,251.806168,249.743896,251.731445,3758300
250.237045,252.055237,248.354111,250.914505,4163400
247.935669,248.070175,244.832306,244.951859,4462600
241.066422,246.451233,240.354095,245.086349,4425700
243.586975,244.677887,242.097565,242.266922,3883800
240.936905,244.020355,239.352844,241.888336,2619700
243.352859,246.426331,242.107529,244.344131,3795400
244.304291,244.518478,239.875885,240.174759,5392800
239.606888,240.354095,232.752579,233.111237,7879300
233.111237,234.91449,229.649216,230.147354,7864500
229.888321,233.250717,228.010361,231.168518,5994700
227.995422,228.329163,224.618073,224.852203,5546000
224.15979,228.050217,224.15979,226.461166,5203500
227.178482,227.776245,224.378967,224.647964,3567200
225.435013,229.136139,222.989182,228.558304,4642100
228.717712,229.021576,225.36528,225.499771,2471900
224.214584,226.585709,223.163528,224.169754,3908100
226.640503,231.601898,225.405121,229.305511,6480700
230.555817,231.347855,229.295547,230.725189,3380900
234.381485,235.058945,232.847229,234.271896,5099700
231.382721,232.921951,230.645477,231.332901,3432500
231.726425,235.367783,231.387695,234.411362,4821600
238.022827,239.30304,234.411362,237.200912,4879300
238.615616,238.999176,236.652969,237.180984,3963300
239.552094,241.27066,238.869659,240.234543,4499700
240.105026,241.46991,239.143631,239.317978,4449500
239.078873,240.045258,238.356583,239.422592,4823600
239.078873,240.324203,238.809875,239.631805,3953700
240.971771,244.682861,239.691574,244.159836,11325400
245.330444,254.251999,245.111267,253.190979,8840000
253.888367,259.019135,253.504807,255.771301,8966000
255.472427,257.923248,254.884628,257.03656,5093100
256.344147,258.874664,254.695343,255.781265,4652100
259.895844,262.929474,258.162354,262.660492,6738900
263.437561,267.422638,263.437561,264.214661,6238000
265.743927,265.798706,258.256989,262.600708,7336700
262.939453,265.474945,261.375305,262.859741,4360600
263.59198,264.941925,258.491119,261.9133,6512400
264.010437,264.319275,260.523499,261.828613,4466600
261.494843,263.138702,258.456238,260.199707,3895400
263.203461,268.99176,262.29187,268.110046,7040400
268.623138,268.966858,263.98053,266.177307,5545200
267.103821,267.596985,263.582031,264.015411,4809400
265.390259,267.796234,262.82486,267.173553,5739800
268.234589,271.283173,267.582031,268.41391,5272200
269.051514,271.975555,267.890869,269.684143,7535300
272.478668,272.722778,270.152405,270.63559,6134000
271.073944,271.606964,267.552155,269.455017,13317800
298.516083,299.696655,294.695404,299.60202,29760600
299.153687,308.687958,299.153687,307.70166,14249500
303.288208,306.262054,300.304382,302.780121,9210100
302.93454,307.537262,302.615723,302.854828,7076500
304.61322,306.849854,301.86853,304.852325,5862800
304.817474,306.262054,303.885956,305.121338,4529100
306.64563,311.203522,306.336761,307.098907,6340400
305.405273,309.455078,304.374146,308.144989,5044600
306.735291,308.842377,305.021698,307.083984,4500500
308.867279,309.340515,305.504883,308.13504,4384900
307.382843,308.344238,305.350464,305.704132,4573600
306.715363,309.171143,304.463806,306.351715,6197200
308.179871,308.842377,306.142517,306.650604,4010000
307.597046,309.753967,305.604523,308.932037,6786200
311.153717,313.783875,309.888458,310.969421,7168300
310.426453,311.577118,309.395325,311.372894,3544600
310.844879,313.569672,310.40155,312.214752,4218300
313.8237,314.247131,309.096436,311.243378,4491000
309.87851,310.336792,307.60202,310.277008,5012600
308.692932,308.76767,305.958191,307.442627,4540100
305.848602,307.298157,299.482452,300.518585,6811300
300.413971,300.872253,295.915833,296.623169,6983800
295.273254,297.828674,290.63562,290.770111,6639500
291.407745,293.649323,289.599518,290.685425,4903200
293.400269,298.869751,293.181091,297.166138,5199300
297.385315,297.828674,294.067749,294.311859,4612100
292.638123,295.611969,290.286926,294.506104,4389500
292.408966,293.405243,288.020416,290.416443,4341300
292.558411,297.186066,292.428894,296.374115,4810600
294.127533,295.382843,292.403992,293.898407,2632000
293.484955,293.798767,288.892151,289.96814,5740800
286.087677,286.087677,275.621887,276.817413,14288100
280.448822,284.717804,280.149933,281.121277,7536300
283.26825,285.594513,281.619415,284.842346,5114800
283.661774,287.163635,282.939484,285.430145,5282000
289.200989,289.91333,287.228394,288.100128,4203200
294.531036,295.392792,291.905853,292.473724,6107100
294.87973,295.153687,290.755188,294.167389,3526900
295.831146,296.677979,293.400269,294.645599,3751700
295.462524,295.885956,294.042847,294.999268,3422100
297.445099,300.374115,295.93576,296.199768,4814800
297.430145,298.027924,295.133759,296.344238,3298800
295.99054,297.111359,293.474976,294.047852,4351600
295.318085,295.776367,292.937012,294.750214,3205600
294.396515,295.173615,292.737732,294.296906,6197200
296.214722,297.823669,293.230896,296.418945,3961300
298.167389,301.230927,297.689178,300.408997,3773000
300.872253,302.366669,300.513611,301.614471,2424000
301.539764,301.86853,299.89093,300.986816,2229900
300.244598,300.762665,298.630646,300.065277,2425200
299.900909,300.807495,297.888428,298.341736,2137500
299.875977,300.080231,298.341736,299.377869,2046000
297.883453,299.542236,297.57959,298.311859,1986300
297.255798,298.092682,294.909607,295.875977,3090000
297.126312,301.664276,297.126312,301.0466,4748100
301.67923,301.958191,298.939514,299.93576,3662600
298.914581,304.025452,298.904633,303.397797,5083500
304.199799,308.060303,303.885956,305.604523,4131000
306.805023,307.970642,303.925812,307.069031,4218100
306.252106,306.54599,303.143738,305.958191,3170100
307.70166,308.244629,306.102661,306.854828,2889300
308.518585,308.518585,306.237152,307.283234,3277500
307.333038,308.678009,305.933289,307.193573,2677900
307.547241,310.969421,307.387848,310.924591,4748900
311.861053,319.796326,311.467529,318.620728,7261000
319.861084,320.27951,313.654358,314.695435,6837700
314.924591,315.856079,310.481232,312.214752,11012600
318.595825,319.666809,304.538513,304.772644,17875500
302.650604,305.10141,299.492432,304.399048,9232700
302.964417,309.186096,302.127563,308.797546,7320800
309.006775,310.082733,306.491211,307.098907,4091400
307.791321,308.692932,305.47998,307.243378,4053400
308.37912,309.021698,298.760162,299.372864,8493800
300.673004,301.106384,296.663025,299.059052,5630800
301.116333,305.529785,300.428925,304.37912,5511000
304.359192,306.022949,302.630676,304.85733,3534500
303.60202,304.583344,301.933289,303.93576,3001300
303.93576,304.578369,302.172394,304.349213,3113200
303.940765,308.040375,303.467529,305.998047,3612500
306.316864,308.658081,306.107635,308.0354,3402400
307.283234,308.56842,305.026672,307.098907,3698700
305.803772,307.597046,304.638153,307.069031,4686200
305.748993,311.333038,305.355438,311.083984,5199100
310.506134,313.644379,308.862305,312.902161,4271800
312.488708,313.86853,310.386597,310.909637,4199500
311.646881,312.080261,309.888458,310.944489,3380500
309.465057,312.453857,308.981873,311.462555,2968600
311.831177,314.411499,310.924591,313.863556,6459800
308.85733,311.298187,302.750214,303.965668,7307000
304.025452,306.202271,300.872253,304.518585,5800700
304.553467,305.400299,299.552216,303.273254,5443700
304.787567,306.21225,303.612,303.880981,3879200
303.861053,307.093933,302.869781,305.554718,4580000
307.736542,308.453827,298.531036,299.258301,6671200
298.78009,301.86853,296.483704,299.273254,4068500
302.0578,304.603271,301.370392,303.641876,3905000
303.029175,303.352966,298.97934,299.188568,6044500
299.153687,300.717834,292.403992,294.725311,6951300
295.357941,297.873505,293.998016,295.049072,4586800
294.396515,296.144989,291.781342,294.78009,4318100
291.626923,292.214722,288.643097,289.066498,6279500
288.030396,288.917053,285.594513,287.278198,6086600
285.330505,288.065247,282.949432,283.930756,5653200
277.709076,284.433868,276.712799,283.716553,8041200
282.944458,283.831146,274.610687,277.509827,7625300
281.186035,283.437592,279.223389,279.631866,5820200
281.265747,282.934479,278.82489,279.482422,6621800
284.045319,288.817444,283.447571,287.173615,6064400
287.557159,288.533508,285.186066,287.582062,3787800
286.521057,290.137482,284.932007,289.993042,3645900
291.621918,293.096405,288.319305,292.349213,4213000
292.344208,292.359161,288.538483,288.787567,5738200
289.948212,291.40274,286.281952,286.605743,4453300
286.92453,289.858551,285.43512,289.778839,3221600
291.098877,291.656799,289.205994,289.833618,2855200
290.411469,292.981842,289.783813,292.284454,4073900
293.280701,296.483704,293.280701,294.795044,5245900
295.392792,296.259552,290.461273,292.742737,4124300
289.455048,289.659271,281.783813,283.482452,12140200
285.021667,286.506104,282.939484,286.017944,5356500
286.790039,289.23587,286.022919,288.917053,5081900
291.352936,291.352936,287.950684,288.000488,3817800
287.02417,287.970612,285.430145,287.606964,3730300
286.426392,287.377838,282.964386,284.239594,4186700
286.68045,287.721558,284.807465,287.064026,4154200
286.521057,288.643097,284.981812,288.174835,10953400
271.626862,271.856018,264.040314,264.359131,28192500
262.227112,262.844788,258.530975,262.43631,10117300
263.985504,264.448792,259.477417,259.791229,5388200
261.968079,262.426361,259.721497,261.883392,6142900
262.760101,263.153625,260.219635,261.56958,4958600
